job_title,job_category,salary,employee_residence,experience_level,employment_type,work_setting
Data Scientist,Data Science and Research,147400,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,107682,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,225300,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,197400,United States,Mid-level,Full-time,In-person
Analytics Engineer,Leadership and Management,160000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,136000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,204600,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,126500,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,210000,United States,Senior,Full-time,Remote
Data Architect,Data Architecture and Modeling,115000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,86500,United States,Entry-level,Full-time,In-person
Data Analyst,Data Analysis,40400,United States,Entry-level,Full-time,In-person
Applied Scientist,Data Science and Research,260000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,136000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,329700,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,192351,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,280000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,160000,United States,Senior,Full-time,In-person
Business Intelligence Analyst,BI and Visualization,106700,United States,Mid-level,Full-time,In-person
Business Intelligence Analyst,BI and Visualization,97000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,175000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,150000,United States,Senior,Full-time,Remote
Data Product Manager,Leadership and Management,145000,United States,Senior,Full-time,In-person
Data Product Manager,Leadership and Management,120000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,88000,United States,Entry-level,Full-time,In-person
Data Engineer,Data Engineering,60000,United States,Entry-level,Full-time,In-person
Data Management Specialist,Data Management and Strategy,123000,United States,Senior,Full-time,In-person
Data Management Specialist,Data Management and Strategy,93593,United States,Senior,Full-time,In-person
ML Engineer,Machine Learning and AI,276000,United States,Senior,Full-time,In-person
ML Engineer,Machine Learning and AI,174000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,185900,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,129300,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,222405,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,172800,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,120350,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,74400,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,205600,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,105700,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,263500,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,189360,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,192000,Canada,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,124000,Canada,Senior,Full-time,In-person
AI Developer,Machine Learning and AI,230000,United States,Senior,Full-time,In-person
AI Developer,Machine Learning and AI,124000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,148500,Canada,Senior,Full-time,In-person
Data Engineer,Data Engineering,82500,Canada,Senior,Full-time,In-person
Data Engineer,Data Engineering,184800,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,161900,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,310000,United States,Senior,Full-time,Remote
Data Architect,Data Architecture and Modeling,206000,United States,Senior,Full-time,Remote
AI Engineer,Machine Learning and AI,372000,United States,Senior,Full-time,In-person
AI Engineer,Machine Learning and AI,223000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,172256,United Kingdom,Senior,Full-time,In-person
Data Scientist,Data Science and Research,123040,United Kingdom,Senior,Full-time,In-person
Data Analyst,Data Analysis,95000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,80000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,131000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,110000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,148500,Canada,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,82500,Canada,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,133000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,58400,United States,Mid-level,Full-time,In-person
Data Manager,Leadership and Management,233500,United States,Senior,Full-time,In-person
Data Manager,Leadership and Management,146000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,300000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,130000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,280889,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,187259,United States,Senior,Full-time,In-person
AI Architect,Machine Learning and AI,305100,United States,Senior,Full-time,Remote
AI Architect,Machine Learning and AI,146900,United States,Senior,Full-time,Remote
Business Intelligence Analyst,BI and Visualization,78800,United States,Entry-level,Full-time,In-person
Business Intelligence Analyst,BI and Visualization,44100,United States,Entry-level,Full-time,In-person
MLOps Engineer,Machine Learning and AI,166000,United States,Mid-level,Full-time,In-person
MLOps Engineer,Machine Learning and AI,73100,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,150000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,80000,United States,Senior,Full-time,Remote
Analytics Engineer,Leadership and Management,150000,United States,Senior,Full-time,Remote
Analytics Engineer,Leadership and Management,80000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,170000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,120000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,110000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,90000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,202800,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,104300,United States,Senior,Full-time,In-person
Data Science Manager,Data Science and Research,272400,United States,Executive,Full-time,In-person
Data Science Manager,Data Science and Research,140100,United States,Executive,Full-time,In-person
Data Engineer,Data Engineering,154000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,103000,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,223600,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,115000,United States,Senior,Full-time,In-person
Business Intelligence Analyst,BI and Visualization,80750,Canada,Mid-level,Full-time,In-person
Business Intelligence Analyst,BI and Visualization,48450,Canada,Mid-level,Full-time,In-person
BI Developer,BI and Visualization,85600,United States,Entry-level,Full-time,In-person
BI Developer,BI and Visualization,57000,United States,Entry-level,Full-time,In-person
Data Engineer,Data Engineering,190400,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,112000,United States,Senior,Full-time,In-person
Data Strategist,Data Architecture and Modeling,119636,United States,Senior,Full-time,Remote
Data Strategist,Data Architecture and Modeling,70374,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,304750,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,160000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,98873,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,58161,United States,Mid-level,Full-time,In-person
Analytics Engineer,Leadership and Management,138000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,85500,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,307100,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,216800,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,153600,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,106800,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,250000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,125000,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,280000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,180000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,160000,United States,Executive,Full-time,In-person
Data Engineer,Data Engineering,130000,United States,Executive,Full-time,In-person
Data Scientist,Data Science and Research,180000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,162000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,185000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,79600,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,164640,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,131712,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,74800,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,63600,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,138510,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,95490,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,92280,United Kingdom,Mid-level,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,67672,United Kingdom,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,280000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,160000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,170000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,140000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,137500,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,81500,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,253792,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,158620,United States,Senior,Full-time,In-person
Business Intelligence Specialist,BI and Visualization,259900,United States,Senior,Full-time,In-person
Business Intelligence Specialist,BI and Visualization,139200,United States,Senior,Full-time,In-person
Machine Learning Infrastructure Engineer,Machine Learning and AI,118118,United Kingdom,Senior,Full-time,Remote
Machine Learning Infrastructure Engineer,Machine Learning and AI,79976,United Kingdom,Senior,Full-time,Remote
Research Scientist,Data Science and Research,293000,United States,Senior,Full-time,In-person
Research Scientist,Data Science and Research,185000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,180000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,90000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,165000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,115500,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,110000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,70000,United States,Senior,Full-time,In-person
Research Analyst,Data Science and Research,142000,United States,Mid-level,Full-time,In-person
Research Analyst,Data Science and Research,102000,United States,Mid-level,Full-time,In-person
Data Quality Engineer,Data Quality and Operations,141600,United States,Senior,Full-time,In-person
Data Quality Engineer,Data Quality and Operations,121400,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,240000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,170000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,222200,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,136000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,55000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,49000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,135000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,110000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,200000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,180000,United States,Senior,Full-time,Remote
Director of Data Science,Data Science and Research,246080,United Kingdom,Executive,Full-time,Remote
Director of Data Science,Data Science and Research,184560,United Kingdom,Executive,Full-time,Remote
Data Scientist,Data Science and Research,168000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,130000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,105000,United States,Entry-level,Full-time,In-person
Data Scientist,Data Science and Research,70000,United States,Entry-level,Full-time,In-person
Data Analyst,Data Analysis,105000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,100000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,243000,Canada,Senior,Full-time,In-person
Data Engineer,Data Engineering,152000,Canada,Senior,Full-time,In-person
BI Developer,BI and Visualization,167500,United States,Senior,Full-time,In-person
BI Developer,BI and Visualization,106500,United States,Senior,Full-time,In-person
Business Data Analyst,Data Analysis,79976,Spain,Senior,Full-time,Remote
Business Intelligence Analyst,BI and Visualization,115600,United States,Senior,Full-time,In-person
Business Intelligence Analyst,BI and Visualization,79700,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,281700,United States,Entry-level,Full-time,In-person
Applied Scientist,Data Science and Research,141100,United States,Entry-level,Full-time,In-person
Data Specialist,Data Management and Strategy,173100,United States,Senior,Full-time,In-person
Data Specialist,Data Management and Strategy,86900,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,258700,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,133800,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,120000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,85000,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,225300,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,197400,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,157000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,125000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,208000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,134000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,140000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,65000,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,258700,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,160000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,258700,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,188200,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,49216,United Kingdom,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,49216,United Kingdom,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,110000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,73400,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,183414,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,183414,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,130000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,97200,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,299000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,187000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,204500,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,66000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,190000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,140000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,170200,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,83900,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,130000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,101570,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,177000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,118000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,234500,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,127000,United States,Senior,Full-time,In-person
ML Engineer,Machine Learning and AI,114979,Australia,Senior,Full-time,Remote
Data Scientist,Data Science and Research,287500,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,168000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,155000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,140000,United States,Senior,Full-time,In-person
Data Lead,Leadership and Management,230000,United States,Executive,Full-time,In-person
Data Lead,Leadership and Management,180000,United States,Executive,Full-time,In-person
Data Scientist,Data Science and Research,153000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,136000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,93918,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,51962,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,254000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,200000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,214500,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,134500,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,136000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,104000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,110000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,90000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,145000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,115000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,143000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,117000,United States,Mid-level,Full-time,Remote
Applied Scientist,Data Science and Research,216000,United States,Senior,Full-time,Remote
Applied Scientist,Data Science and Research,184000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,324000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,159000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,130000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,110000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,73824,United Kingdom,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,55368,United Kingdom,Mid-level,Full-time,In-person
Research Engineer,Data Science and Research,370000,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,200000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,275300,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,183500,United States,Senior,Full-time,Remote
Applied Scientist,Data Science and Research,230000,United States,Senior,Full-time,Remote
Applied Scientist,Data Science and Research,196000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,253000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,172040,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,234000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,178000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,164000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,130000,United States,Senior,Full-time,Remote
Business Intelligence Specialist,BI and Visualization,109238,United States,Mid-level,Full-time,In-person
Business Intelligence Specialist,BI and Visualization,68274,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,57223,France,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,51824,France,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,80800,United States,Entry-level,Full-time,In-person
Data Analyst,Data Analysis,53800,United States,Entry-level,Full-time,In-person
Data Engineer,Data Engineering,258900,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,176080,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,70748,United Kingdom,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,67056,United Kingdom,Mid-level,Full-time,In-person
Business Intelligence Analyst,BI and Visualization,120000,United States,Mid-level,Full-time,Remote
Business Intelligence Analyst,BI and Visualization,110000,United States,Mid-level,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,309000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,142000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,201650,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,124600,United States,Senior,Full-time,In-person
Data Quality Analyst,Data Quality and Operations,65000,United States,Mid-level,Full-time,Remote
Data Quality Analyst,Data Quality and Operations,60000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,132100,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,68400,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,145000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,110000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,160000,United States,Senior,Full-time,Remote
Business Intelligence Engineer,BI and Visualization,140000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,87500,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,62500,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,142000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,128000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,160000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,130000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,155000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,139500,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,202800,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,104300,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,221000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,129000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,259000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,138750,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,120000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,100000,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,155000,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,130000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,247300,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,139700,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,215000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,182750,United States,Senior,Full-time,In-person
Research Scientist,Data Science and Research,248100,United States,Senior,Full-time,In-person
Research Scientist,Data Science and Research,145900,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,207000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,141000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,90000,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,55000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,247300,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,139700,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,36000,Uganda,Entry-level,Full-time,Remote
Research Engineer,Data Science and Research,300000,United States,Mid-level,Full-time,In-person
Research Engineer,Data Science and Research,100000,United States,Mid-level,Full-time,In-person
Research Engineer,Data Science and Research,300000,United States,Mid-level,Full-time,In-person
Research Engineer,Data Science and Research,100000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,116700,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,93400,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,80000,United States,Entry-level,Full-time,In-person
Data Analyst,Data Analysis,50000,United States,Entry-level,Full-time,In-person
Applied Scientist,Data Science and Research,179000,United States,Mid-level,Full-time,In-person
Applied Scientist,Data Science and Research,176490,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,195000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,143750,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,180000,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,162000,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,199000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,196760,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,90000,Colombia,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,70000,Colombia,Senior,Full-time,In-person
ML Engineer,Machine Learning and AI,324000,United States,Senior,Full-time,In-person
ML Engineer,Machine Learning and AI,159000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,222000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,159000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,175000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,150000,United States,Senior,Full-time,Remote
AI Developer,Machine Learning and AI,50000,Ukraine,Entry-level,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,70179,Italy,Senior,Full-time,Remote
BI Developer,BI and Visualization,110000,United States,Mid-level,Full-time,In-person
BI Developer,BI and Visualization,75000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,46426,Slovenia,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,38868,Slovenia,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,220000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,80000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,167500,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,106500,United States,Mid-level,Full-time,In-person
Research Scientist,Data Science and Research,150000,United States,Mid-level,Full-time,In-person
Research Scientist,Data Science and Research,130000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,150000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,130000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,126500,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,78000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,185900,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,129300,United States,Senior,Full-time,In-person
Data Lead,Leadership and Management,250000,United States,Executive,Full-time,In-person
Data Lead,Leadership and Management,222000,United States,Executive,Full-time,In-person
Data Product Manager,Leadership and Management,145000,United States,Senior,Full-time,In-person
Data Product Manager,Leadership and Management,120000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,150000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,120000,United States,Senior,Full-time,Remote
Decision Scientist,Data Science and Research,204500,United States,Mid-level,Full-time,In-person
Decision Scientist,Data Science and Research,142200,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,297000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,138000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,147600,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,106300,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,247300,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,139700,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,102586,United Kingdom,Senior,Full-time,In-person
Data Analyst,Data Analysis,79981,United Kingdom,Senior,Full-time,In-person
Data Science Consultant,Data Science and Research,131250,United States,Senior,Full-time,In-person
Data Science Consultant,Data Science and Research,128100,United States,Senior,Full-time,In-person
Data Science Consultant,Data Science and Research,116000,United States,Senior,Full-time,In-person
Data Science Consultant,Data Science and Research,90000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,174500,United States,Executive,Full-time,Remote
Data Engineer,Data Engineering,113000,United States,Executive,Full-time,Remote
Financial Data Analyst,Data Analysis,56500,United States,Entry-level,Full-time,Hybrid
AI Engineer,Machine Learning and AI,38868,Romania,Senior,Full-time,In-person
Data Scientist,Data Science and Research,227000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,185000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,230000,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,160000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,185000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,150000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,138300,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,110700,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,185000,United States,Senior,Full-time,In-person
